0.000000	-0.009804	-0.009804	0.147059
0.000667	0.009804	0.009804	0.245098
0.001333	0.009804	0.009804	0.264706
0.002000	-0.009804	-0.009804	0.225490
0.002667	0.009804	0.009804	0.205882
0.003333	-0.009804	-0.009804	0.127451
0.004000	0.049020	0.009804	0.107843
0.004667	0.068627	0.029412	0.049020
0.005333	0.088235	0.029412	0.029412
0.006000	0.068627	0.029412	0.009804
0.006667	0.009804	0.009804	-0.009804
0.007333	0.009804	0.029412	-0.029412
0.008000	0.009804	0.049020	-0.029412
0.008667	-0.009804	0.009804	-0.029412
0.009333	-0.009804	0.029412	-0.029412
0.010000	-0.009804	0.009804	-0.049020
0.010667	0.009804	0.009804	-0.068627
0.011333	0.049020	0.009804	-0.088235
0.012000	0.049020	-0.009804	-0.107843
0.012667	-0.009804	0.049020	-0.107843
0.013333	-0.029412	0.009804	-0.068627
0.014000	-0.029412	-0.009804	-0.029412
0.014667	0.009804	0.009804	-0.009804
0.015333	-0.009804	0.009804	0.049020
0.016000	0.009804	-0.009804	0.049020
0.016667	-0.029412	0.029412	0.029412
0.017333	-0.009804	-0.009804	0.009804
0.018000	0.029412	0.029412	-0.009804
0.018667	0.009804	0.009804	-0.009804
0.019333	0.029412	-0.009804	0.009804
0.020000	-0.029412	0.009804	0.088235
0.020667	0.009804	-0.088235	0.127451
0.021333	0.009804	-0.009804	0.205882
0.022000	0.009804	0.009804	0.284314
0.022667	-0.068627	-0.009804	0.245098
0.023333	-0.029412	0.009804	0.166667
0.024000	-0.009804	-0.029412	0.107843
0.024667	-0.009804	-0.009804	0.049020
0.025333	-0.009804	-0.009804	0.049020
0.026000	-0.029412	-0.029412	0.009804
0.026667	-0.049020	-0.009804	-0.009804
0.027333	-0.009804	0.009804	-0.049020
0.028000	0.009804	-0.009804	-0.166667
0.028667	-0.009804	0.009804	-0.068627
0.029333	-0.009804	-0.029412	-0.029412
0.030000	-0.009804	-0.009804	-0.029412
0.030667	0.009804	0.009804	-0.029412
0.031333	0.029412	-0.009804	-0.068627
0.032000	0.029412	0.009804	-0.068627
0.032667	0.009804	0.009804	-0.049020
0.033333	-0.009804	-0.009804	-0.049020
0.034000	0.049020	0.049020	-0.029412
0.034667	0.029412	-0.009804	-0.009804
0.035333	0.029412	0.088235	0.009804
0.036000	-0.009804	0.009804	0.009804
0.036667	-0.029412	0.029412	0.009804
0.037333	0.029412	0.029412	0.029412
0.038000	0.049020	0.009804	0.029412
0.038667	0.029412	0.029412	0.029412
0.039333	0.088235	0.029412	0.029412
0.040000	0.127451	-0.009804	-0.009804
0.040667	0.127451	0.009804	-0.009804
0.041333	0.107843	0.009804	-0.029412
0.042000	0.049020	-0.029412	-0.068627
0.042667	0.049020	0.009804	-0.029412
0.043333	0.088235	-0.049020	0.049020
0.044000	0.049020	0.029412	0.127451
0.044667	0.029412	0.029412	0.186275
0.045333	-0.009804	0.029412	0.303922
0.046000	-0.009804	0.068627	0.264706
0.046667	0.029412	0.029412	0.264706
0.047333	0.009804	0.049020	0.166667
0.048000	-0.009804	0.068627	0.127451
0.048667	-0.009804	-0.009804	0.088235
0.049333	-0.029412	0.088235	0.049020
0.050000	-0.049020	0.029412	0.009804
0.050667	-0.068627	-0.009804	-0.009804
0.051333	-0.127451	0.009804	-0.029412
0.052000	-0.049020	0.009804	-0.029412
0.052667	0.068627	-0.029412	-0.009804
0.053333	0.166667	0.009804	0.009804
0.054000	0.225490	-0.029412	-0.009804
0.054667	0.186275	0.009804	-0.009804
0.055333	0.147059	0.009804	0.009804
0.056000	0.049020	-0.009804	-0.009804
0.056667	0.029412	0.009804	0.009804
0.057333	0.009804	-0.009804	-0.009804
0.058000	-0.049020	-0.009804	0.009804
0.058667	-0.049020	0.009804	0.009804
0.059333	-0.049020	-0.009804	0.029412
0.060000	0.009804	0.009804	0.029412
0.060667	0.009804	0.009804	0.009804
0.061333	-0.068627	0.029412	0.029412
0.062000	-0.009804	0.029412	0.009804
0.062667	-0.009804	-0.009804	0.049020
0.063333	0.009804	0.049020	0.009804
0.064000	0.009804	0.049020	0.009804
0.064667	-0.049020	0.009804	0.009804
0.065333	-0.009804	0.029412	0.009804
0.066000	0.009804	-0.049020	0.009804
0.066667	0.029412	-0.009804	0.009804
0.067333	-0.009804	0.009804	-0.068627
0.068000	-0.068627	0.009804	-0.088235
0.068667	-0.009804	0.029412	-0.127451
0.069333	0.009804	0.049020	-0.107843
0.070000	0.009804	0.049020	-0.127451
0.070667	0.009804	0.068627	-0.107843
0.071333	-0.068627	0.049020	-0.127451
0.072000	-0.009804	0.068627	-0.088235
0.072667	0.009804	0.068627	-0.029412
0.073333	0.029412	0.068627	0.068627
0.074000	-0.009804	0.068627	0.166667
0.074667	0.009804	0.009804	0.205882
0.075333	-0.009804	0.049020	0.225490
0.076000	0.009804	0.049020	0.225490
0.076667	0.029412	-0.009804	0.147059
0.077333	0.009804	0.029412	0.147059
0.078000	-0.009804	0.009804	0.147059
0.078667	0.009804	-0.009804	0.107843
0.079333	0.029412	-0.009804	0.068627
0.080000	0.049020	-0.009804	-0.009804
0.080667	0.029412	-0.009804	-0.009804
0.081333	-0.029412	-0.009804	-0.009804
0.082000	-0.009804	-0.029412	-0.029412
0.082667	0.009804	-0.009804	-0.029412
0.083333	-0.009804	0.009804	-0.009804
0.084000	-0.068627	-0.029412	-0.049020
0.084667	-0.029412	-0.009804	-0.029412
0.085333	0.009804	-0.049020	-0.009804
0.086000	0.009804	-0.009804	-0.049020
0.086667	0.009804	-0.009804	-0.029412
0.087333	-0.009804	-0.029412	-0.049020
0.088000	-0.029412	-0.009804	-0.049020
0.088667	-0.009804	-0.088235	-0.009804
0.089333	-0.009804	-0.009804	-0.029412
0.090000	-0.009804	-0.029412	-0.029412
0.090667	0.009804	-0.029412	-0.029412
0.091333	0.049020	-0.009804	-0.009804
0.092000	0.088235	-0.009804	-0.009804
0.092667	0.088235	-0.009804	-0.009804
0.093333	0.068627	0.009804	-0.009804
0.094000	0.009804	-0.009804	-0.009804
0.094667	0.009804	-0.009804	-0.009804
0.095333	0.049020	-0.009804	-0.009804
0.096000	0.049020	-0.009804	0.049020
0.096667	0.009804	0.029412	-0.009804
0.097333	0.029412	0.009804	0.009804
0.098000	0.068627	0.009804	0.009804
0.098667	0.029412	0.029412	0.029412
0.099333	0.029412	-0.009804	0.029412
0.100000	0.049020	0.029412	0.049020
0.100667	0.049020	0.029412	0.049020
0.101333	0.088235	0.009804	0.049020
0.102000	0.049020	0.049020	0.068627
0.102667	0.068627	0.009804	0.068627
0.103333	-0.009804	0.009804	0.029412
0.104000	-0.009804	0.049020	0.049020
0.104667	0.029412	0.009804	0.029412
0.105333	0.009804	0.029412	0.049020
0.106000	-0.009804	0.009804	0.029412
0.106667	-0.029412	-0.009804	0.009804
0.107333	-0.029412	0.029412	0.009804
0.108000	0.009804	-0.009804	-0.009804
0.108667	0.029412	0.029412	-0.009804
0.109333	-0.029412	0.009804	-0.029412
0.110000	-0.029412	-0.009804	-0.029412
0.110667	0.009804	0.029412	-0.029412
0.111333	0.009804	0.009804	-0.029412
0.112000	0.009804	-0.009804	-0.009804
0.112667	0.009804	0.029412	0.029412
0.113333	0.009804	-0.009804	0.127451
0.114000	0.009804	0.049020	0.147059
0.114667	0.029412	0.009804	0.225490
0.115333	0.009804	-0.009804	0.264706
0.116000	0.009804	0.009804	0.245098
0.116667	0.009804	0.009804	0.205882
0.117333	0.009804	-0.009804	0.088235
0.118000	0.029412	0.049020	0.088235
0.118667	0.029412	-0.009804	0.009804
0.119333	0.009804	0.029412	-0.029412
0.120000	0.009804	0.009804	-0.049020
0.120667	0.029412	-0.009804	-0.049020
0.121333	0.029412	0.009804	-0.049020
0.122000	-0.009804	0.029412	-0.029412
0.122667	-0.029412	0.009804	-0.049020
0.123333	-0.029412	0.029412	-0.029412
0.124000	-0.029412	0.029412	-0.009804
0.124667	-0.068627	0.029412	-0.009804
0.125333	-0.127451	-0.009804	0.009804
0.126000	-0.068627	0.029412	0.029412
0.126667	0.049020	0.029412	0.009804
0.127333	0.147059	-0.029412	0.009804
0.128000	0.166667	0.029412	-0.009804
0.128667	0.186275	0.009804	-0.009804
0.129333	0.088235	0.009804	-0.009804
0.130000	0.049020	0.009804	-0.009804
0.130667	0.029412	-0.029412	-0.009804
0.131333	0.009804	-0.009804	0.009804
0.132000	-0.068627	0.029412	0.009804
0.132667	-0.049020	-0.029412	0.009804
0.133333	-0.009804	0.009804	0.009804
0.134000	-0.009804	-0.049020	-0.009804
0.134667	0.009804	0.009804	0.009804
0.135333	-0.029412	0.009804	-0.009804
0.136000	0.009804	-0.009804	-0.009804
0.136667	0.049020	0.009804	-0.009804
0.137333	0.049020	0.009804	-0.009804
0.138000	0.029412	-0.029412	-0.029412
0.138667	0.009804	0.029412	-0.029412
0.139333	-0.009804	-0.009804	-0.068627
0.140000	-0.009804	0.049020	-0.068627
0.140667	-0.009804	0.049020	-0.088235
0.141333	0.009804	0.009804	-0.107843
0.142000	-0.049020	0.049020	-0.166667
0.142667	-0.029412	0.009804	-0.205882
0.143333	-0.009804	0.029412	-0.166667
0.144000	-0.009804	0.029412	-0.166667
0.144667	-0.049020	0.009804	-0.009804
0.145333	-0.068627	0.029412	0.147059
0.146000	-0.029412	0.049020	0.225490
0.146667	0.029412	0.009804	0.382353
0.147333	0.049020	0.029412	0.401961
0.148000	0.107843	0.009804	0.401961
0.148667	0.068627	0.029412	0.323529
0.149333	0.088235	0.029412	0.245098
0.150000	0.088235	0.009804	0.205882
0.150667	0.049020	0.029412	0.147059
0.151333	0.029412	0.009804	0.147059
0.152000	-0.009804	-0.029412	0.127451
0.152667	0.009804	0.009804	0.068627
0.153333	0.029412	-0.049020	0.049020
0.154000	-0.009804	-0.009804	0.029412
0.154667	-0.068627	-0.009804	0.029412
0.155333	-0.009804	-0.029412	0.029412
0.156000	0.009804	-0.009804	0.009804
0.156667	0.009804	-0.068627	-0.009804
0.157333	0.029412	-0.029412	-0.029412
0.158000	-0.068627	-0.009804	-0.068627
0.158667	-0.029412	-0.049020	-0.088235
0.159333	0.009804	-0.009804	-0.107843
0.160000	-0.009804	-0.009804	-0.107843
0.160667	0.009804	-0.009804	-0.127451
0.161333	-0.009804	0.068627	-0.029412
0.162000	-0.009804	0.029412	0.009804
0.162667	0.009804	0.088235	0.127451
0.163333	0.029412	0.068627	0.147059
0.164000	0.029412	0.068627	0.166667
0.164667	-0.009804	0.049020	0.147059
0.165333	-0.029412	0.029412	0.127451
0.166000	0.029412	0.029412	0.068627
0.166667	0.029412	0.029412	0.068627
0.167333	-0.049020	-0.009804	0.029412
0.168000	-0.009804	0.009804	0.009804
0.168667	0.049020	0.009804	0.009804
0.169333	0.009804	-0.009804	-0.009804
0.170000	0.029412	-0.009804	-0.029412
0.170667	-0.009804	-0.009804	-0.029412
0.171333	0.009804	0.029412	-0.068627
0.172000	0.009804	0.029412	0.009804
0.172667	0.029412	0.029412	-0.088235
0.173333	0.029412	0.049020	-0.049020
0.174000	-0.029412	0.009804	0.009804
0.174667	-0.009804	0.029412	-0.049020
0.175333	0.009804	-0.009804	-0.009804
0.176000	0.009804	-0.009804	-0.166667
0.176667	0.009804	-0.009804	-0.029412
0.177333	-0.009804	0.009804	-0.009804
0.178000	-0.009804	-0.029412	-0.009804
