0.0000	0.009686	-0.006288
0.0025	0.010406	-0.006161
0.0050	0.009889	-0.005296
0.0075	0.008124	-0.003836
0.0100	0.005450	-0.002156
0.0125	0.002361	-0.000749
0.0150	-0.000603	0.000042
0.0175	-0.002999	0.000291
0.0200	-0.004610	0.000424
0.0225	-0.005464	0.000841
0.0250	-0.005756	0.001667
0.0275	-0.005766	0.002826
0.0300	-0.005804	0.004161
0.0325	-0.006153	0.005486
0.0350	-0.006933	0.006650
0.0375	-0.008011	0.007537
0.0400	-0.009067	0.007962
0.0425	-0.009682	0.007699
0.0450	-0.009419	0.006690
0.0475	-0.008039	0.005163
0.0500	-0.005730	0.003509
0.0525	-0.002983	0.002063
0.0550	-0.000182	0.000991
0.0575	0.002497	0.000313
0.0600	0.004789	-0.000027
0.0625	0.006276	-0.000090
0.0650	0.006741	0.000066
0.0675	0.006342	0.000363
0.0700	0.005445	0.000659
0.0725	0.004505	0.000779
0.0750	0.004016	0.000613
0.0775	0.004283	0.000116
0.0800	0.005159	-0.000841
0.0825	0.006143	-0.002487
0.0850	0.006848	-0.004893
0.0875	0.007276	-0.007764
0.0900	0.007650	-0.010538
0.0925	0.008236	-0.012615
0.0950	0.009346	-0.013543
0.0975	0.011148	-0.013168
0.1000	0.013320	-0.011706
0.1025	0.015124	-0.009598
0.1050	0.016020	-0.007241
0.1075	0.016047	-0.004898
0.1100	0.015517	-0.002870
0.1125	0.014613	-0.001568
0.1150	0.013360	-0.001280
0.1175	0.011762	-0.001888
0.1200	0.009792	-0.002888
0.1225	0.007397	-0.003621
0.1250	0.004632	-0.003486
0.1275	0.001733	-0.002181
0.1300	-0.001030	0.000013
0.1325	-0.003519	0.002281
0.1350	-0.005692	0.003835
0.1375	-0.007499	0.004408
0.1400	-0.008837	0.004208
0.1425	-0.009545	0.003602
0.1450	-0.009446	0.002937
0.1475	-0.008471	0.002469
0.1500	-0.006804	0.002251
0.1525	-0.004874	0.002171
0.1550	-0.003092	0.002158
0.1575	-0.001595	0.002186
0.1600	-0.000291	0.002017
0.1625	0.000942	0.001167
0.1650	0.002183	-0.000706
0.1675	0.003418	-0.003460
0.1700	0.004509	-0.006536
0.1725	0.005377	-0.009283
0.1750	0.006191	-0.011268
0.1775	0.007203	-0.012436
0.1800	0.008463	-0.013110
0.1825	0.009864	-0.013765
0.1850	0.011334	-0.014692
0.1875	0.012711	-0.015811
0.1900	0.013559	-0.016777
0.1925	0.013448	-0.017263
0.1950	0.012419	-0.017171
0.1975	0.010988	-0.016650
0.2000	0.009707	-0.015924
0.2025	0.008871	-0.015041
0.2050	0.008628	-0.013782
0.2075	0.009066	-0.011945
0.2100	0.010017	-0.009722
0.2125	0.010951	-0.007610
0.2150	0.011291	-0.005950
0.2175	0.010751	-0.004762
0.2200	0.009360	-0.003970
0.2225	0.007448	-0.003567
0.2250	0.005641	-0.003483
0.2275	0.004541	-0.003492
0.2300	0.004219	-0.003426
0.2325	0.004196	-0.003291
0.2350	0.003964	-0.003062
0.2375	0.003407	-0.002576
0.2400	0.002711	-0.001837
0.2425	0.002146	-0.001188
0.2450	0.001927	-0.001015
0.2475	0.002072	-0.001400
0.2500	0.002284	-0.002161
0.2525	0.002091	-0.003009
0.2550	0.001215	-0.003524
0.2575	-0.000242	-0.003283
0.2600	-0.001944	-0.002292
0.2625	-0.003515	-0.001120
0.2650	-0.004617	-0.000445
0.2675	-0.005016	-0.000606
0.2700	-0.004693	-0.001535
0.2725	-0.003863	-0.002850
0.2750	-0.002805	-0.003948
0.2775	-0.001672	-0.004269
0.2800	-0.000470	-0.003748
0.2825	0.000848	-0.002984
0.2850	0.002380	-0.002844
0.2875	0.004248	-0.003884
0.2900	0.006490	-0.006076
0.2925	0.009081	-0.008844
0.2950	0.011997	-0.011356
0.2975	0.015123	-0.012955
0.3000	0.018234	-0.013462
0.3025	0.021177	-0.013162
0.3050	0.023958	-0.012500
0.3075	0.026527	-0.011782
0.3100	0.028533	-0.011072
0.3125	0.029497	-0.010171
0.3150	0.029234	-0.008748
0.3175	0.028019	-0.006691
0.3200	0.026355	-0.004359
0.3225	0.024731	-0.002383
0.3250	0.023528	-0.001209
0.3275	0.022914	-0.000873
0.3300	0.022662	-0.001135
0.3325	0.022245	-0.001679
0.3350	0.021310	-0.002234
0.3375	0.019925	-0.002706
0.3400	0.018297	-0.003193
0.3425	0.016485	-0.003746
0.3450	0.014493	-0.004207
0.3475	0.012357	-0.004380
0.3500	0.010104	-0.004267
0.3525	0.007812	-0.004013
0.3550	0.005749	-0.003683
0.3575	0.004237	-0.003270
0.3600	0.003274	-0.002922
0.3625	0.002427	-0.002922
